ID,Nome,Artista,Letra
5820,Babalú,Ângela Maria,"Está empezando el velorio
Que le hacemos a babalú
Dame diecisiete velas
Pa pornelas en cruz
Dame un cabo de tabaco, mañiengue
Y un jarrrito de aguardiente
Dame um poco de dinero, mañiengue
Pa que me de la surte
Yo le quero pedir
Que me nego me quiera
Ai, negro
Que le tenga dinero
Y que no se muera
Yo le quero pedir, a babalú
Un negrito muy santo
Como tu
Que no tenga otra nega
Y que no se muera"
5821,A Taça do Mundo É Nossa,Funk'n Lata,"(Goool!)
A taça do mundo é nossa
Com brasileiro, não há quem possa
Eh, eta, esquadrão de ouro
É bom no samba, é bom no couro
A taça do mundo é nossa
Com brasileiro, não há quem possa
Eh, eta, esquadrão de ouro
É bom no samba, é bom no couro
O brasileiro lá no estrangeiro
Mostrou o futebol como é que é
Ganhou a taça do mundo
Sambando com a bola no pé
Goool!
A taça do mundo é nossa
Com brasileiro, não há quem possa
Eh, eta, esquadrão de ouro
É bom no samba, é bom no couro
A taça do mundo é nossa
Com brasileiro, não há quem possa
Eh, eta, esquadrão de ouro
É bom no samba, é bom no couro
O brasileiro lá no estrangeiro
Mostrou o futebol como é que é
Ganhou a taça do mundo
Sambando com a bola no pé
Goool!
A taça do mundo é nossa
Com brasileiro, não há quem possa
Eh, eta, esquadrão de ouro
É bom no samba, é bom no couro
A taça do mundo é nossa
Com brasileiro, não há quem possa
Eh, eta, esquadrão de ouro
É bom no samba, é bom no couro
O brasileiro lá no estrangeiro
Mostrou o futebol como é que é
Ganhou a taça do mundo
Sambando com a bola no pé
Goool!
(Brasil! Brasil! Brasil! Brasil!)
A taça do mundo é nossa!"
5822,Balada Triste,Agostinho dos Santos,"Balada triste que me faz lembrar alguém
Alguém que existe e que outrora foi meu bem
Balada triste melodia do meu drama
Esse alguém já não me ama
Esqueceu você também
Não há mais nada
Foi um sonho que findou
Triste balada só você me acompanhou
Fica comigo velha amiga e companheira
Vou cantá-la a vida inteira
Pra lembrar o que passou
Não há mais nada
Foi um sonho que findou
Triste balada só você me acompanhou
Fica comigo velha amiga e companheira
Vou cantá-la a vida inteira
Pra lembrar o que passou"
5823,"Samba-Enredo 2025 - Laíla de Todos os Santos, Laíla de Todos os Sambas",G.R.E.S. Beija-Flor de Nilópolis (RJ),"Kaô meu velho!
Volta e me dá os caminhos
Conduz outra vez meu destino
Traz os ventos de Oyá
Agô meu mestre
Tua presença ainda está aqui
Mesmo sem ver, eu posso sentir
Faz Nilópolis cantar
Desce o morro de Oyó
Benedito e Catimbó
O alabá Doum
Traz o terço pra benzer
E a cigana puerê
Meu Exu
De copo no palco, sandália rasteira
No chão sagrado toda quinta-feira
O brado no tambor, feitiço
Brigou pela cor, catiço
Coragem na fala sem temer a queda
O dedo na cara, quem for contra reza
Vencer o seu verbo
Gênio do ouvido perfeito
A trança nos versos
Divino e humano em seu jeito
Queria paz mas era bom na guerra
Apitou em outras terras, viajou nas ilusões
Deu voz à favela e a tantas gerações
Eu vou seguir sem esquecer nossa jornada
Emocionada, a baixada em redenção
Chama João pra matar a saudade
Vem comandar sua comunidade
Óh Jakutá, o Cristo preto me fez quem eu sou
Receba toda gratidão Obá, dessa nação nagô
Da casa de Ogum, Xangô me guia
Da casa de Ogum, Xangô me guia
Dobram atabaques no quilombo Beija-Flor
Terreiro de Laíla meu griô"
5824,Aku Cinta Kamu,Linda,"Tak daya aku menanti
dalam hujan yang masi renyai
sayangku berikan lah ku peluang
betapa aku menanti jawapan yg emas itu
mungkinkah bisa kasih oh..di kecewa
semakin hari ku menanti makin lemah ku terasa
walau apa telah terjadi engkau tetap milikku
Aku cinta kamu
aku sayang kamu
mungkinkah ada jawapannya
benarkah imaginasiku kasih
menjadi realiti
Aku cinta kamu
aku sayang kamu
angin sampaikanlah cintaku
agar terubat semua luka lalu
kerna ku tak sanggup dikecewa lagi
Semakin hari ku menanti makin lemah ku terasa
walau apa telah terjadi engkau tetap milikku
Aku cinta kamu
aku sayang kamu
mungkinkah ada jawapannya
benarkah imaginasiku kasih
menjadi realiti
Aku cinta kamu
aku sayang kamu
mungkinkah benar imaginasi
angin sampaikan lah....
Aku cinta kamu..."
5825,Around The World,Daft Punk,"Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world
Around the world, around the world"
5826,Dirty Diana,Michael Jackson,"You'll never make me stay
So take your weight off of me
I know your every move
So won't you just let me be?
I've been here times before
But I was too blind to see
That you seduce every man
This time, you won't seduce me
She's saying: That's okay
Hey, baby, do what you please
I have the stuff that you want
I am the thing that you need
She looked me deep in the eyes
She's touching me so to start
She says: There's no turning back
She trapped me in her heart
Dirty Diana, no
Dirty Diana, no
Dirty Diana, no
Dirty Diana
Let me be
Oh, no
Oh, no
Oh, no
She likes the boys in the band
She knows when they come to town
Every musician's fan
After the curtain comes down
She waits at backstage doors
For those who have prestige
Who promise fortune and fame
A life that's so carefree
She's saying: That's okay
Hey, baby, do what you want
I'll be your night-loving thing
I'll be the freak you can taunt
And I don't care what you say
I want to go too far
I'll be your everything
If you make me a star
Dirty Diana, no
Dirty Diana, no
Dirty Diana, no
Dirty Diana
Dirty Diana, no
Dirty Diana, no
Dirty Diana, no
Dirty Diana
Diana
Diana
Dirty Diana
It's Diana-iana-iana
Come on
She said: I have to go home
'Cause I'm real tired, you see
But I hate sleeping alone
Why don't you come with me?
I said: My baby's at home
She's probably worried tonight
I didn't call on the phone
To say that I'm alright
Diana walked up to me
She said: I'm all yours tonight
At that, I ran to the phone
Saying: Baby, I'm alright
I said: But unlock the door
'Cause I forgot the key
She said: He's not coming back
Because he's sleeping with me
Dirty Diana, no
Dirty Diana, no
Dirty Diana, no
Dirty Diana, no
Dirty Diana, no
Dirty Diana, no
Dirty Diana, no
Dirty Diana
Come on
Come on
Come on
Come on
Come on (ah, don't you touch me)
Come on (ah, don't you touch me)
Come on (ah, don't you touch me)
Come on (ah, don't you touch me)
Come on
Come on
Come on
Come on
Come on"
5827,Eu Não Existo Sem Você,Tom Jobim,"Eu sei e você sabe
Já que a vida quis assim
Que nada nesse mundo
Levará você de mim
Eu sei e você sabe
Que a distância não existe
Que todo grande amor
Só é bem grande se for triste
Por isso, meu amor
Não tenha medo de sofrer
Que todos os caminhos
Me encaminham pra você
Assim como o oceano
Só é belo com luar
Assim como a canção
Só tem razão se se cantar
Assim como uma nuvem
Só acontece se chover
Assim como o poeta
Só é grande se sofrer
Assim como viver
Sem ter amor não é viver
Não há você sem mim
E eu não existo sem você"
5828,It's Not for Me to Say,Johnny Mathis,"It's not for me to say you love me;
It's not for me to say you'll always care.
Oh, but here for the moment, I can hold you fast
And press you lips to mine
And dream that love will last.
*As far as I can see, this is heaven;
And speaking just for me, it's ours to share.
Perhaps the glow of love will grow
With ev'ry passing day,
Or we may never meet again.
But then, it's not for me to say.
(Instrumental interlude and pick up at *.)
*As far as I can see, this is heaven;
And speaking just for me, it's ours to share.
Perhaps the glow of love will grow
With ev'ry passing day,
Or we may never meet again.
But then, it's not for me to say."
5829,Patricia,Florence + The Machine,"Oh Patricia, you've always been my North Star
And I have to tell you something: I'm still afraid of the dark
But you take my hand in your hand, from you flowers grow
And you understand with every seed you sow you make this cold world beautiful
You told me all doors are open to the believer
I believe her, I believe her, I believe her
You told me all doors are open to the believer
I believe her, I believe her, I believe her
Oh Patricia, you've always been my North Star, oh
Oh Patricia, you've always been my North Star, oh
You're a real man, and you do what you can
You only take as much as you can grab with two hands
With your big heart, you praise God above
But how's it working out for you, honey?
Do you feel loved?
She told me all doors are open to the believer
I believe her, I believe her, I believe her
Do you feel loved? Do you feel loved?
She told me all doors are open to the believer
I believe her, I believe her, I believe her
Do you feel loved?
Oh Patricia, you've always been my North Star, oh
Oh Patricia, you've always been my North Star, oh
Oh, oh
I drink too much coffee and think of you often
In a city where reality has long been forgotten
And ah, are you afraid? 'Cause I'm terrified
But you remind me that it's such a wonderful thing to love
It's such a wonderful thing to love
It's such a wonderful thing to love
It's such a wonderful thing to love
It's such a wonderful thing
Oh, oh, oh
It's such a wonderful thing to love
It's such a wonderful thing to love
It's such a wonderful thing to love
It's such a wonderful thing to love
It's such a wonderful thing to love
It's such a wonderful thing to love
It's such a wonderful thing"
5830,Interesseira,Anísio Silva,"Interesseira, não amas ninguém
Não tens coração
Só causas o mal
De quem te quer bem
Interesseira, a mim não convém
Pagar por um desejo, que é farsa do teu beijo
Que a alma não tem
Interesseira, que adora a riqueza
E troca a ternura
Do amor mais sincero
Por uma aventura
Interesseira, procedendo assim
Verás que tua vida
Vazia sem guarida
Marcará teu fim
Interesseira, que adora a riqueza
E troca a ternura
Do amor mais sincero
Por uma aventura
Interesseira, procedendo assim
Verás que tua vida
Vazia sem guarida
Marcará teu fim"
5831,Vou-me Embora pro Passado,Jessier Quirino,"Vou-me embora pro passado
Lá sou amigo do rei
Lá tem coisas ""daqui, ó!""
Roy Rogers, Buc Jones
Rock Lane, Dóris Day
Vou-me embora pro passado.
Vou-me embora pro passado
Porque lá, é outro astral
Lá tem carros Vemaguet
Jeep Willes, Maverick
Tem Gordine, tem Buick
Tem Candango e tem Rural.
Lá dançarei Twist
Hully-Gully, Iê-iê-iê
Lá é uma brasa mora!
Só você vendo pra crê
Assistirei Rim Tim Tim
Ou mesmo Jinne é um Gênio
Vestirei calças de Nycron
Faroeste ou Durabem
Tecidos sanforizados
Tergal, Percal e Banlon
Verei lances de anágua
Combinação, califon
Escutarei Al Di Lá
Dominiqui Niqui Niqui
Me fartarei de Grapette
Na farra dos piqueniques
Vou-me embora pro passado.
No passado tem Jerônimo
Aquele Herói do Sertão
Tem Coronel Ludugero
Com Otrope em discussão
Tem passeio de Lambreta
De Vespa, de Berlineta
Marinete e Lotação.
Quando toca Pata Pata
Cantam a versão musical
""Tá Com a Pulga na Cueca""
E dançam a música sapeca
Ô Papa Hum Mau Mau
Tem a turma prafrentex
Cantando Banho de Lua
Tem bundeira e piniqueira
Dando sopa pela rua
Vou-me embora pro passado.
Vou-me embora pro passado
Que o passado é bom demais!
Lá tem meninas ""quebrando""
Ao cruzar com um rapaz
Elas cheiram a Pó de Arroz
Da Cachemere Bouquet
Coty ou Royal Briar
Colocam Rouge e Laquê
English Lavanda Atkinsons
Ou Helena Rubinstein
Saem de saia plissada
Ou de vestido Tubinho
Com jeitinho encabulado
Flertando bem de fininho.
E lá no cinema Rex
Se vê broto a namorar
De mão dada com o guri
Com vestido de organdi
Com gola de tafetá.
Os homens lá do passado
Só andam tudo tinindo
De linho Diagonal
Camisas Lunfor, a tal
Sapato Clark de cromo
Ou Passo-Doble esportivo
Ou Fox do bico fino
De camisas Volta ao Mundo
Caneta Shafers no bolso
Ou Parker 51
Só cheirando a Áqua Velva
A sabonete Gessy
Ou Lifebouy, Eucalol
E junto com o espelhinho
Pente Pantera ou Flamengo
E uma trunfinha no quengo
Cintilante como o sol.
Vou-me embora pro passado
Lá tem tudo que há de bom!
Os mais velhos inda usam
Sapatos branco e marrom
E chapéu de aba larga
Ramenzone ou Cury Luxo
Ouvindo Besame Mucho
Solfejando a meio tom.
No passado é outra história!
Outra civilização...
Tem Alvarenga e Ranchinho
Tem Jararaca e Ratinho
Aprontando a gozação
Tem assustado à Vermuth
Ao som de Valdir Calmon
Tem Long-Play da Mocambo
Mas Rosenblit é o bom
Tem Albertinho Limonta
Tem também Mamãe Dolores
Marcelino Pão e Vinho
Tem Bat Masterson, tem Lesse
Túnel do Tempo, tem Zorro
Não se vê tantos horrores.
Lá no passado tem corso
Lança perfume Rodouro
Geladeira Kelvinator
Tem rádio com olho mágico
ABC a voz de ouro
Se ouve Carlos Galhardo
Em Audições Musicais
Piano ao cair da tarde
Cancioneiro de Sucesso
Tem também Repórter Esso
Com notícias atuais.
Tem petisqueiro e bufê
Junto à mesa de jantar
Tem bisqüit e bibelô
Tem louça de toda cor
Bule de ágata, alguidar
Se brinca de cabra cega
De drama, de garrafão
Camoniboi, balinheira
De rolimã na ladeira
De rasteira e de pinhão.
Lá, também tem radiola
De madeira e baquelita
Lá se faz caligrafia
Pra modelar a escrita
Se estuda a tabuada
De Teobaldo Miranda
Ou na Cartilha do Povo
Lendo Vovô Viu o Ovo
E a palmatória é quem manda.
Tem na revista O Cruzeiro
A beleza feminina
Tem misse botando banca
Com seu maiô de elanca
O famoso Catalina
Tem cigarros Yolanda
Continental e Astória
Tem o Conga Sete Vidas
Tem brilhantina Glostora
Escovas Tek, Frisante
Relógio Eterna Matic
Com 24 rubis
Pontual a toda hora.
Se ouve página sonora
Na voz de Ângela Maria
""- Será que sou feia?
- Não é não senhor!
- Então eu sou linda?
- Você é um amor!...""
Quando não querem a paquera
Mulheres falam: ""Passando,
Que é pra não enganchar!""
""Achou ruim dê um jeitim!""
""Pise na flor e amasse!""
E AI e POFE! e quizila
Mas o homem não cochila
Passa o pano com o olhar
Se ela toma Postafen
Que é pra bunda aumentar
Ele empina o polegar
Faz sinal de ""tudo X""
E sai dizendo ""Ô Maré!
Todo boy, mancando o pé
Insistindo em conquistar.
No passado tem remédio
Pra quando se precisar
Lá tem Doutor de família
Que tem prazer de curar
Lá tem Água Rubinat
Mel Poejo e Asmapan
Bromil e Capivarol
Arnica, Phimatosan
Regulador Xavier
Tem Saúde da Mulher
Tem Aguardente Alemã
Tem também Capiloton
Pentid e Terebentina
Xarope de Limão Brabo
Pílulas de Vida do Dr. Ross
Tem também aqui pra nós
Uma tal Robusterina
A saúde feminina.
Vou-me embora pro passado
Pra não viver sufocado
Pra não morrer poluído
Pra não morar enjaulado
Lá não se vê violência
Nem droga nem tanto mau
Não se vê tanto barulho
Nem asfalto nem entulho
No passado é outro astral
Se eu tiver qualquer saudade
Escreverei pro presente
E quando eu estiver cansado
Da jornada, do batente
Terei uma cama Patente
Daquelas do selo azul
Num quarto calmo e seguro
Onde ali descansarei
Lá sou amigo do rei
Lá, tem muito mais futuro
Vou-me embora pro passado"
5832,Stir It Up,Bob Marley,"Stir it up
Little darling, stir it up
Come on, baby
Come on and stir it up
Little darling, stir it up
It's been a long, long time (stir, stir, stir it together)
Since I've got you on my mind, oh (oh)
And now you are here (stir, stir, stir it together)
I say it's so clear
To see what we could do, baby
Just me and you
Come on and stir it up
Little darling, stir it up (I will say)
Come on, baby
Come on and stir it up, yeah
Little darling, stir it up, oh
I'll push through wood (stir, stir, stir it together)
Then I'll blaze the fire (stir, stir, stir it together)
Then satisfy your heart's desire
Said I stir it, yeah (stir, stir, stir it together)
Every minute, yeah
All you got to do, baby
Is keep it in and
Stir it up (come on)
Little darling, stir it up
Come on and stir it up, oh
Little darling, stir it up, oh
Quench me when I'm thirsty
Come and cool me down, baby
When I'm hot (stir, stir, stir it together)
Your recipe, darling
Is so tasty
And you sure can stir your pot, so
Stir it up, oh
Little darling, stir it up
Come on, girl
Come on and stir it up, oh
Little darling, stir it up (little darling)
Stir it up, oh
Little darling, stir it up
Come on, girl
Come on and stir it up, oh
Little darling, stir it up
Stir it, baby, stir it
Come on, come on and stir it up
Little darling, stir it up
Come on and stir it up, oh
Stir, stir, stir, stir"
5833,The Promise,When In Rome,"If you need a friend
Don't look to a stranger
You know, in the end
I'll always be there
And when you're in doubt
And when you're in danger
Take a look all around
And I'll be there
I'm sorry, but I'm just thinking of the right words to say (I promise you)
I know they don't sound the way I planned them to be (I promise you)
But if you wait around a while, I'll make you fall for me (I promise you)
I promise, I promise you I will
When your day is through
And so is your temper
You know what to do
I'm gonna always be there
Sometimes if I shout
It's not what's intended
These words just come out
With no cross to bear
I'm sorry, but I'm just thinking of the right words to say (I promise you)
I know they don't sound the way I planned them to be (I promise you)
But if you wait around a while, I'll make you fall for me (I promise you)
I promise, I promise you
I'm sorry, but I'm just thinking of the right words to say (I promise you)
I know they don't sound the way I planned them to be (I promise you)
And if I had to walk the world, I'd make you fall for me
I promise you, I promise you I will
Gotta tell ya
Need to tell ya
Gotta tell ya
I've gotta tell ya
I'm sorry, but I'm just thinking of the right words to say (I promise you)
I know they don't sound the way I planned them to be (I promise you)
But if you wait around a while, I'll make you fall for me (I promise you)
I promise, I promise you
I'm sorry, but I'm just thinking of the right words to say (I promise you)
I know they don't sound the way I planned them to be (I promise you)
And if I had to walk the world, I'd make you fall for me
I promise you, I promise you I will
I will
I will (I will)"
5834,Chega de Saudade,Tom Jobim,"Vai, minha tristeza
E diz a ela que sem ela não pode ser
Diz-lhe, numa prece, que ela regresse
Porque eu não posso mais sofrer
Chega de saudade
A realidade é que sem ela não há paz
Não há beleza, é só tristeza e a melancolia
Que não sai de mim, não sai de mim, não sai
Mas se ela voltar, se ela voltar
Que coisa linda, que coisa louca
Pois há menos peixinhos a nadar no mar
Do que os beijinhos que eu darei na sua boca
Dentro dos meus braços
Os abraços hão de ser milhões de abraços
Apertado assim, colado assim, calado assim
Abraços e beijinhos e carinhos sem ter fim
Que é pra acabar com esse negócio de você viver sem mim
Não há paz
Não há beleza, é só tristeza e a melancolia
Que não sai de mim, não sai de mim, não sai
Dentro dos meus braços
Os abraços hão de ser milhões de abraços
Apertado assim, colado assim, calado assim
Abraços e beijinhos e carinhos sem ter fim
Que é pra acabar com esse negócio de você viver sem mim
Não quero mais esse negócio de você longe de mim
Vamos deixar desse negócio de você viver sem mim"
5835,Samba Makossa,Charlie Brown Jr.,"Minha família, quer tudo como quem não quer nada
Mas toma uma de assalto quando chega na parada
Samba maioral
Onde é que você se meteu
Antes de chegar na roda, meu irmão?
Eu disse samba maioral
Onde é que você se meteu
Antes de chegar na roda, sangue bom?
A responsabilidade de tocar o seu pandeiro
É a responsabilidade de você manter-se inteiro
É de você manter-se inteiro, inteiro
Por isso chegou a hora
Dessa roda começar
Samba Makossa da pesada
Vamos todos celebrar
Cerebral
É assim que tem que ser
Maioral
Porque é assim que é
Mão da cabeça e o skate no pé
Samba Makossa tem hora marcada
É da quebrada, é da quebrada
Samba maioral
Onde é que você se meteu
Antes de chegar na roda, sangue bom?
A responsabilidade de tocar o seu pandeiro
É a responsabilidade de você manter-se inteiro
É, é de você manter-se inteiro
Por isso chegou a hora
Dessa roda começar
Samba Makossa da pesada
Vamos todos celebrar
Cerebral
É assim que tem que ser
Maioral
Porque é assim que é
Mão da cabeça e skate no pé
Samba Makossa tem hora marcada
É da pesada, é da pesada
É da pesada, é da pesada
No sapatinho
Modernizar o passado
É uma revolução musical
Cadê as notas que estavam aqui?
Não preciso delas
Basta que soe bem aos ouvidos
Viva Zapata! Viva Sandino! Viva Zumbi!
Antônio Conselheiro (Sabotage)
Todos os Panteras Negras
Lampião, sua imagem semelhança
Eu tenho certeza, assim como Sabotage
Chico Science, eles também cantaram um dia
Samba, samba, samba, samba, samba
Samba, samba, samba, samba, samba, samba, samba
Samba, samba, samba, samba, samba
Samba, samba, sambou
Eu disse samba, samba, samba, samba, samba
Samba, samba, samba, samba, samba
Samba, samba
Maioral
É assim que tem que ser
Maioral
Porque é assim que é
Mão na cabeça e skate no pé
Samba Makossa tem hora marcada
É da pesada
É da quebrada, é da quebrada"
